Transaction ID,Transaction Amount,Transaction Location,Transaction Time,Cardholder ID,Is Fraud?
TXN00184,1680.0,Phoenix,2023-01-15 23:23:00,CH083,0
TXN00185,4053.93,Phoenix,2023-10-08 03:03:00,CH084,0
TXN00186,16.25,Los Angeles,2023-06-12 11:34:00,CH085,0
TXN00187,432.68,Chicago,2023-10-21 15:23:00,CH086,0
TXN00188,4463.55,Phoenix,2023-12-28 02:40:00,CH087,0
TXN00189,141.41,New York,2023-05-19 19:12:00,CH088,0
TXN00190,779.87,Houston,2023-09-15 11:55:00,CH089,0
TXN00191,3764.28,New York,2023-04-08 09:09:00,CH090,0
TXN00192,3654.3,Phoenix,2023-09-14 00:07:00,CH091,0
TXN00193,2546.85,Houston,2023-06-21 19:07:00,CH092,0
TXN00194,4318.19,New York,2023-11-07 22:58:00,CH093,1
TXN00195,4163.31,Houston,2023-04-08 15:54:00,CH094,1
TXN00196,134.97,Phoenix,2023-11-20 08:31:00,CH095,0
TXN00197,795.99,New York,2023-05-20 22:16:00,CH096,0
TXN00198,1970.18,Houston,2023-10-20 10:03:00,CH097,0
TXN00199,2751.39,Chicago,2023-03-10 22:16:00,CH098,0
TXN00200,2053.69,New York,2023-03-08 09:05:00,CH099,0
TXN00201,3453.27,New York,2023-01-11 22:35:00,CH000,0
TXN00202,2243.3,Phoenix,2023-07-22 00:50:00,CH001,0
TXN00203,3056.8,Houston,2023-07-28 02:34:00,CH002,0
TXN00204,506.3,Houston,2023-06-23 00:23:00,CH003,0
TXN00205,2863.59,Chicago,2023-07-26 14:13:00,CH004,0
TXN00206,4217.49,New York,2023-08-21 18:08:00,CH005,1
TXN00207,4264.82,Chicago,2023-01-19 01:50:00,CH006,1
TXN00208,3421.33,Chicago,2023-06-14 02:02:00,CH007,0
TXN00209,4131.52,Houston,2023-09-20 03:44:00,CH008,1
TXN00210,3064.43,Chicago,2023-04-27 23:41:00,CH009,0
TXN00211,784.07,Los Angeles,2023-10-10 16:31:00,CH010,0
TXN00212,1754.53,Houston,2023-04-21 08:06:00,CH011,0
TXN00213,828.05,Phoenix,2023-09-13 14:33:00,CH012,0
TXN00214,2007.45,Houston,2023-10-23 18:26:00,CH013,0
TXN00215,3382.44,Chicago,2023-11-08 02:13:00,CH014,0
TXN00216,592.16,Los Angeles,2023-08-23 15:58:00,CH015,0
TXN00217,1189.56,Los Angeles,2023-01-12 16:04:00,CH016,0
TXN00218,1614.05,Phoenix,2023-06-27 14:52:00,CH017,0
TXN00219,2875.75,Houston,2023-07-27 20:13:00,CH018,0
TXN00220,3100.29,Phoenix,2023-07-17 22:48:00,CH019,0
TXN00221,2755.44,Phoenix,2023-01-01 19:56:00,CH020,0
TXN00222,1646.25,Chicago,2023-01-06 10:03:00,CH021,0
TXN00223,1875.39,Houston,2023-05-04 19:54:00,CH022,0
TXN00224,4021.12,Phoenix,2023-04-28 11:37:00,CH023,1
TXN00225,977.32,Houston,2023-09-12 15:44:00,CH024,0
TXN00226,1601.56,Los Angeles,2023-09-15 22:20:00,CH025,0
TXN00227,1288.93,Los Angeles,2023-08-02 04:34:00,CH026,0
TXN00228,1296.79,Los Angeles,2023-05-04 09:17:00,CH027,0
TXN00229,2437.3,Houston,2023-06-21 00:37:00,CH028,0
TXN00230,2345.1,Houston,2023-10-16 01:35:00,CH029,0
TXN00231,325.16,Phoenix,2023-01-22 09:22:00,CH030,0
TXN00232,1350.36,Phoenix,2023-05-18 21:09:00,CH031,0
TXN00233,1566.01,Chicago,2023-06-10 23:49:00,CH032,0
TXN00234,1174.55,Houston,2023-06-05 03:55:00,CH033,0
TXN00235,2425.27,Houston,2023-08-05 22:21:00,CH034,0
TXN00236,2267.86,New York,2023-04-13 05:46:00,CH035,0
TXN00237,738.25,New York,2023-02-01 13:32:00,CH036,0
TXN00238,1017.83,Houston,2023-10-28 03:41:00,CH037,0
TXN00239,2578.02,Houston,2023-11-02 14:09:00,CH038,0
TXN00240,4820.48,Chicago,2023-10-17 08:55:00,CH039,0
TXN00241,2552.45,Chicago,2023-05-06 10:40:00,CH040,0
TXN00242,3414.07,Phoenix,2023-06-06 06:48:00,CH041,0
TXN00243,2549.32,Los Angeles,2023-04-08 05:16:00,CH042,0
TXN00244,3615.74,New York,2023-11-25 05:28:00,CH043,0
TXN00245,1026.46,Houston,2023-02-13 20:36:00,CH044,0
TXN00246,3128.7,New York,2023-04-02 20:21:00,CH045,0
TXN00247,899.88,Los Angeles,2023-07-01 08:46:00,CH046,0
TXN00248,4902.85,Phoenix,2023-12-12 07:58:00,CH047,1
TXN00249,4932.35,Chicago,2023-09-09 18:40:00,CH048,1
TXN00250,714.52,Chicago,2023-01-10 16:56:00,CH049,0
TXN00251,1505.51,Phoenix,2023-06-21 04:05:00,CH050,0
TXN00252,4780.69,Los Angeles,2023-06-14 16:16:00,CH051,1
TXN00253,4726.31,Phoenix,2023-12-07 21:38:00,CH052,1
TXN00254,2324.21,Houston,2023-06-24 16:58:00,CH053,0
TXN00255,2880.55,New York,2023-09-07 14:54:00,CH054,0
TXN00256,455.42,Los Angeles,2023-12-18 07:57:00,CH055,0
TXN00257,678.48,Houston,2023-06-10 23:16:00,CH056,0
TXN00258,2878.36,Phoenix,2023-12-01 05:44:00,CH057,0
TXN00259,2288.84,New York,2023-05-08 20:47:00,CH058,0
TXN00260,996.44,Houston,2023-05-26 22:01:00,CH059,0
TXN00261,4201.85,Los Angeles,2023-02-18 13:07:00,CH060,1
TXN00262,4986.48,Los Angeles,2023-08-20 20:23:00,CH061,0
TXN00263,3942.61,New York,2023-10-27 14:32:00,CH062,0
TXN00264,4629.18,Chicago,2023-08-17 00:51:00,CH063,0
TXN00265,1399.03,Chicago,2023-05-25 10:55:00,CH064,0
TXN00266,3456.27,Houston,2023-11-21 19:39:00,CH065,0
TXN00267,565.26,Los Angeles,2023-12-19 00:50:00,CH066,0
TXN00268,4238.75,Phoenix,2023-02-24 07:50:00,CH067,1
TXN00269,2638.35,Los Angeles,2023-08-02 13:29:00,CH068,0
TXN00270,3619.26,Chicago,2023-11-13 20:53:00,CH069,0
TXN00271,2088.74,Chicago,2023-09-05 10:42:00,CH070,0
TXN00272,1501.14,New York,2023-12-07 17:24:00,CH071,0
TXN00273,2730.2,Houston,2023-08-24 21:07:00,CH072,0
TXN00274,2273.5,Chicago,2023-01-02 11:47:00,CH073,0
TXN00275,3977.66,Chicago,2023-09-21 22:00:00,CH074,0
TXN00276,2584.2,Phoenix,2023-11-04 11:55:00,CH075,0
TXN00277,3153.72,New York,2023-04-28 22:11:00,CH076,0
TXN00278,1461.47,New York,2023-11-16 03:31:00,CH077,0
TXN00279,4483.66,Houston,2023-05-15 06:39:00,CH078,1
TXN00280,2976.07,New York,2023-03-11 19:15:00,CH079,0
TXN00281,2905.82,New York,2023-12-05 18:13:00,CH080,0
TXN00282,4289.56,Houston,2023-08-01 01:04:00,CH081,0
TXN00283,45.04,Phoenix,2023-05-09 08:06:00,CH082,0
TXN00284,373.52,Los Angeles,2023-04-25 06:57:00,CH083,0
TXN00285,4754.98,Los Angeles,2023-12-24 01:05:00,CH084,0
TXN00286,2758.09,Los Angeles,2023-10-25 02:58:00,CH085,0
TXN00287,3092.49,Houston,2023-01-13 07:00:00,CH086,0
TXN00288,4717.44,New York,2023-03-05 01:32:00,CH087,0
TXN00289,2188.19,Houston,2023-07-22 04:01:00,CH088,0
TXN00290,146.5,Phoenix,2023-08-26 12:19:00,CH089,0
TXN00291,2061.41,Houston,2023-04-13 16:32:00,CH090,0
TXN00292,1193.13,Houston,2023-03-06 11:13:00,CH091,0
TXN00293,51.7,New York,2023-09-22 19:11:00,CH092,0
TXN00294,2611.81,Houston,2023-12-27 06:53:00,CH093,0
TXN00295,4753.38,Houston,2023-04-06 00:33:00,CH094,1
TXN00296,4511.23,Phoenix,2023-02-13 09:15:00,CH095,1
TXN00297,2330.32,Los Angeles,2023-09-16 09:19:00,CH096,0
TXN00298,2497.14,New York,2023-10-13 15:32:00,CH097,0
TXN00299,3059.58,Los Angeles,2023-10-08 04:50:00,CH098,0
TXN00300,1855.25,Phoenix,2023-06-09 21:03:00,CH099,0
TXN00301,3429.42,Phoenix,2023-02-15 18:51:00,CH000,0
TXN00302,753.47,New York,2023-09-10 19:18:00,CH001,0
TXN00303,1151.04,Los Angeles,2023-10-25 19:17:00,CH002,0
TXN00304,561.07,Chicago,2023-08-09 21:57:00,CH003,0
TXN00305,4521.43,Los Angeles,2023-07-04 19:03:00,CH004,0
TXN00306,3144.34,Houston,2023-04-16 04:09:00,CH005,0
TXN00307,4564.44,Los Angeles,2023-05-09 13:46:00,CH006,1
TXN00308,2347.75,Houston,2023-10-23 05:37:00,CH007,0
TXN00309,4333.4,Chicago,2023-10-06 18:56:00,CH008,0
TXN00310,4019.95,Los Angeles,2023-07-24 22:38:00,CH009,0
TXN00311,3866.47,Los Angeles,2023-04-18 23:48:00,CH010,0
TXN00312,2570.84,Chicago,2023-02-10 15:28:00,CH011,0
TXN00313,13.02,Chicago,2023-10-06 05:58:00,CH012,0
TXN00314,2413.29,Chicago,2023-03-22 14:49:00,CH013,0
TXN00315,4060.25,New York,2023-11-25 07:11:00,CH014,1
TXN00316,1317.99,Los Angeles,2023-05-24 22:20:00,CH015,0
TXN00317,4856.52,Los Angeles,2023-08-14 10:23:00,CH016,1
TXN00318,4565.39,Chicago,2023-12-07 22:49:00,CH017,1
TXN00319,134.67,Houston,2023-11-06 13:04:00,CH018,0
TXN00320,1746.45,Los Angeles,2023-01-13 22:38:00,CH019,0
TXN00321,4270.91,Chicago,2023-01-20 04:18:00,CH020,1
TXN00322,1936.47,Los Angeles,2023-09-20 20:02:00,CH021,0
TXN00323,1510.42,Chicago,2023-04-15 05:43:00,CH022,0
TXN00324,2831.98,Chicago,2023-06-17 15:34:00,CH023,0
TXN00325,4105.7,New York,2023-01-20 08:00:00,CH024,0
TXN00326,4409.85,Phoenix,2023-05-21 17:53:00,CH025,0
TXN00327,1557.12,Los Angeles,2023-08-18 23:34:00,CH026,0
TXN00328,1933.84,Houston,2023-11-02 10:28:00,CH027,0
TXN00329,3522.48,Phoenix,2023-05-26 05:13:00,CH028,0
TXN00330,204.01,Houston,2023-02-23 07:31:00,CH029,0
TXN00331,4478.37,Chicago,2023-04-01 05:02:00,CH030,0
TXN00332,2945.79,Houston,2023-08-28 19:57:00,CH031,0
TXN00333,3414.61,Los Angeles,2023-03-25 02:34:00,CH032,0
TXN00334,806.28,Los Angeles,2023-01-11 20:50:00,CH033,0
TXN00335,4529.2,Phoenix,2023-08-06 20:42:00,CH034,0
TXN00336,4120.74,Phoenix,2023-06-08 15:30:00,CH035,0
TXN00337,367.67,Los Angeles,2023-07-05 13:29:00,CH036,0
TXN00338,245.94,Los Angeles,2023-05-23 22:06:00,CH037,0
TXN00339,3053.32,New York,2023-04-09 13:17:00,CH038,0
TXN00340,1431.64,Houston,2023-07-06 09:06:00,CH039,0
TXN00341,1895.1,Chicago,2023-11-05 15:02:00,CH040,0
TXN00342,1572.78,Los Angeles,2023-10-28 05:20:00,CH041,0
TXN00343,4446.85,Houston,2023-02-26 11:19:00,CH042,1
TXN00344,340.13,New York,2023-12-17 17:54:00,CH043,0
TXN00345,2267.42,Houston,2023-12-10 05:01:00,CH044,0
TXN00346,1337.73,Los Angeles,2023-05-25 13:30:00,CH045,0
TXN00347,1459.66,Phoenix,2023-03-21 09:46:00,CH046,0
TXN00348,1436.73,Houston,2023-08-11 11:22:00,CH047,0
TXN00349,3377.31,Los Angeles,2023-01-20 03:31:00,CH048,0
TXN00350,778.43,Los Angeles,2023-09-24 17:34:00,CH049,0
TXN00351,2359.76,Phoenix,2023-08-05 03:00:00,CH050,0
TXN00352,4350.6,Chicago,2023-07-07 00:25:00,CH051,1
TXN00353,190.08,Houston,2023-12-25 05:27:00,CH052,0
TXN00354,706.19,New York,2023-05-24 10:43:00,CH053,0
TXN00355,4389.4,New York,2023-11-12 18:54:00,CH054,1
TXN00356,222.18,Houston,2023-01-08 06:42:00,CH055,0
TXN00357,2859.62,Los Angeles,2023-01-19 18:28:00,CH056,0
TXN00358,2010.19,Chicago,2023-07-24 10:40:00,CH057,0
TXN00359,1436.23,Phoenix,2023-11-16 19:32:00,CH058,0
TXN00360,4334.16,Chicago,2023-04-24 08:23:00,CH059,1
TXN00361,3976.02,Los Angeles,2023-08-09 23:57:00,CH060,0
TXN00362,4351.88,Los Angeles,2023-11-21 12:41:00,CH061,0
TXN00363,4728.3,Phoenix,2023-02-09 11:34:00,CH062,0
TXN00364,4035.48,New York,2023-01-05 00:30:00,CH063,0
TXN00365,1565.59,Chicago,2023-02-26 20:59:00,CH064,0
TXN00366,2383.56,New York,2023-04-07 12:25:00,CH065,0
TXN00367,4399.68,Chicago,2023-04-25 08:36:00,CH066,1
TXN00368,3760.04,Phoenix,2023-02-28 09:18:00,CH067,0
TXN00369,1484.62,Chicago,2023-06-15 02:29:00,CH068,0
TXN00370,4095.87,New York,2023-01-25 18:53:00,CH069,1
TXN00371,4784.55,Houston,2023-08-05 14:11:00,CH070,0
TXN00372,3317.52,New York,2023-12-24 10:16:00,CH071,0
TXN00373,4714.4,Los Angeles,2023-04-18 07:40:00,CH072,1
TXN00374,1511.02,Houston,2023-04-25 23:31:00,CH073,0
TXN00375,3078.8,Phoenix,2023-02-19 02:09:00,CH074,0
TXN00376,4739.24,Houston,2023-12-10 13:04:00,CH075,1
TXN00377,1716.99,New York,2023-09-04 01:51:00,CH076,0
TXN00378,3710.4,Chicago,2023-09-05 02:11:00,CH077,0
TXN00379,3770.89,Los Angeles,2023-08-08 21:03:00,CH078,0
TXN00380,1505.07,Houston,2023-03-26 02:34:00,CH079,0
TXN00381,2641.39,New York,2023-02-14 11:01:00,CH080,0
TXN00382,1180.09,Houston,2023-02-01 08:43:00,CH081,0
TXN00383,4825.07,Los Angeles,2023-01-22 08:33:00,CH082,0
TXN00384,3977.37,Houston,2023-01-10 17:53:00,CH083,0
TXN00385,1623.01,New York,2023-10-01 06:23:00,CH084,0
TXN00386,3323.83,Houston,2023-06-08 08:13:00,CH085,0
TXN00387,4590.85,New York,2023-11-25 20:16:00,CH086,1
TXN00388,2098.31,Houston,2023-08-05 04:51:00,CH087,0
TXN00389,19.65,New York,2023-12-09 12:34:00,CH088,0
TXN00390,1189.6,Los Angeles,2023-01-13 10:29:00,CH089,0
TXN00391,654.55,Los Angeles,2023-07-19 09:31:00,CH090,0
TXN00392,431.4,Los Angeles,2023-07-15 11:15:00,CH091,0
TXN00393,951.73,New York,2023-09-01 04:24:00,CH092,0
TXN00394,2745.31,Chicago,2023-12-09 21:28:00,CH093,0
TXN00395,2692.29,Phoenix,2023-02-06 02:57:00,CH094,0
TXN00396,4526.75,New York,2023-02-19 06:42:00,CH095,0
TXN00397,898.46,Chicago,2023-05-07 12:35:00,CH096,0
TXN00398,3864.1,Phoenix,2023-07-12 18:26:00,CH097,0
TXN00399,2710.62,Phoenix,2023-04-19 23:55:00,CH098,0
